id,ocupation,dateRange,skills,current_job,occupation_title,start_date,end_date,candidate_id
3441689,Junior Designer,Jan 2016 – Jul 2016(6 months),{},FALSE,UX / UI / Product Designer,2016-01-01 0:00:00,2016-07-01 0:00:00,18730
3457612,Analista Programador Cobol-Cics,Jan 2010 – Feb 2011(1 year 1 month),{},FALSE,Full Stack Engineer,2010-01-01 0:00:00,2011-02-01 0:00:00,6740
3491490,Software Engineer,Aug 2009 – Mar 2012(2 years 7 months),{},FALSE,Full Stack Engineer,2009-08-01 0:00:00,2012-03-01 0:00:00,16711
3551183,Software Engineer,Mar 2020 – Present(2 years 4 months),{},TRUE,Full Stack Engineer,2020-03-01 0:00:00,nan,4816
881305,Ingeniero de desarrollo de software,November 2017 – Present(3 years 8 months)Coruña y Valladolid,{},TRUE,Full Stack Engineer,2017-11-01 0:00:00,nan,30454
4028507,QA Engineer,May 2021 – Present(1 year 5 months),{},TRUE,QA Automation,2021-05-01 0:00:00,nan,31027
90562,Product Management - CLV,"September 2020 – Present(5 months)Ciudad de México, México",{},TRUE,nan,2020-09-01 0:00:00,nan,5537
4365036,Software Engineer,May 2021 – Aug 2021(3 months),{},FALSE,Full Stack Engineer,2021-05-01 0:00:00,2021-08-01 0:00:00,44668
644170,Software Development Engineer,"June 2019 – Present(2 years)Londrina, Paraná, Brazil",{},TRUE,Full Stack Engineer,2019-06-01 0:00:00,nan,23907
5553649,DevSecOps,Aug 2021 – Apr 2022(9 months),"{DevOps,Amazon Web Services (AWS),Google Cloud Platform,Linux,Terraform,Docker,Git,Jenkins,Azure Devops,Elastic Stack (ELK),Datadog,Sonarqube,Scrum,PostgreSQL,ElasticSearch,Amazon RDS,Node.js,Integração e entrega contínuas (CI/CD)}",FALSE,nan,2021-08-01 0:00:00,2022-04-01 0:00:00,42061
5553651,Backend Developer,Nov 2020 – Apr 2021(6 months),"{DevOps,Amazon Web Services (AWS),Linux,Docker,Git,Jenkins,Elastic Stack (ELK),Scrum,PostgreSQL,SQL,Amazon RDS,Node.js}",FALSE,Back End Engineer,2020-11-01 0:00:00,2021-04-01 0:00:00,42061
5553654,Technology Analyst,Apr 2018 – Sep 2018(6 months),"{DevOps,Amazon Web Services (AWS),Linux,Kubernetes,Docker,Git,Jenkins,Prometheus.io,Elastic Stack (ELK),Scrum,Java,MySQL,PostgreSQL,SQL,ElasticSearch,Ansible,Spring Boot}",FALSE,nan,2018-04-01 0:00:00,2018-09-01 0:00:00,42061
5553656,Data Integration Specialist,Mar 2017 – Aug 2017(6 months),"{sql,etl}",FALSE,nan,2017-03-01 0:00:00,2017-08-01 0:00:00,42061
5553658,Enterprise Search Specialist,Oct 2011 – Sep 2015(4 years),"{Linux,Java,Spring Boot}",FALSE,nan,2011-10-01 0:00:00,2015-09-01 0:00:00,42061
5553660,Technologist Consultor,Jun 2009 – May 2011(2 years),"{Linux,Java}",FALSE,nan,2009-06-01 0:00:00,2011-05-01 0:00:00,42061
5553661,Professor,Mar 2009 – Apr 2010(1 year 2 months),"{mysql,linux}",FALSE,nan,2009-03-01 0:00:00,2010-04-01 0:00:00,42061
5553662,Professor,Sep 2007 – Dec 2007(4 months),{php},FALSE,nan,2007-09-01 0:00:00,2007-12-01 0:00:00,42061
5553665,Consultor de Soluções Web,Jun 2000 – Apr 2003(2 years 11 months),"{PHP,MySQL}",FALSE,nan,2000-06-01 0:00:00,2003-04-01 0:00:00,42061
5553666,Estagiário,Jan 2000 – Aug 2001(1 year 8 months),{PHP},FALSE,nan,2000-01-01 0:00:00,2001-08-01 0:00:00,42061
5553667,Estagiário,Jun 1998 – Feb 1999(9 months),{PHP},FALSE,nan,1998-06-01 0:00:00,1999-02-01 0:00:00,42061
5553668,Cloud Infrastructure Engineer,May 2022 – Present(1 year 5 months),"{DevOps,Google Cloud Platform,Linux,Terraform,Kubernetes,Docker,Git,Jenkins,Datadog,Scrum,Integração e entrega contínuas (CI/CD)}",TRUE,Infrastructure Engineer,2022-05-01 0:00:00,nan,42061
5553664,Programador Web,Jan 2003 – Apr 2003(4 months),{PHP},FALSE,Full Stack Engineer,2003-01-01 0:00:00,2003-04-01 0:00:00,42061
6781,Backend Developer (via Toptal),December 2013 – June 2014(6 months)Remote,{},FALSE,Back End Engineer,2013-12-01 0:00:00,2014-06-01 0:00:00,2781
8435,Software Developer,"January 2007 – April 2007(3 months)Waterloo, Iowa Area",{},FALSE,Full Stack Engineer,2007-01-01 0:00:00,2007-04-01 0:00:00,2938
11557,Sr Software Engineer,"February 2012 – August 2015(3 years 6 months)Indianapolis, Indiana Area",{},FALSE,Full Stack Engineer,2012-02-01 0:00:00,2015-08-01 0:00:00,3248
21831,Senior Database Consultant - Senior CMS Consultant,"2010 – 2012Córdoba Province, Argentina",{},FALSE,nan,2010-01-01 0:00:00,2012-01-01 0:00:00,4118
703305,Backend Developer django/Flask,"January 2013 – June 2014(1 year 5 months)Pereira, Risarada, Colombia",{},FALSE,Back End Engineer,2013-01-01 0:00:00,2014-06-01 0:00:00,21272
912654,Software Engineer,"April 2021 – Present(3 months)Lisbon, Portugal",{},TRUE,Full Stack Engineer,2021-04-01 0:00:00,nan,31890
1050129,Technical Team Lead,"May 2016 – September 2016(4 months)Monterrey Area, Mexico",{},FALSE,Tech Lead,2016-05-01 0:00:00,2016-09-01 0:00:00,37120
1372033,Especialista en comunicaciones,November 2020 – Present(10 months),{},TRUE,nan,2020-11-01 0:00:00,nan,50561
801054,Customer Success Manager,marzo de 2021 – Actualidad(4 meses),{},TRUE,nan,2021-03-01 0:00:00,nan,28122
1263439,Business Consultant,"November 2019 – Present(1 year 10 months)Bogotá D.C., Colombia",{},TRUE,nan,2019-11-01 0:00:00,nan,44669
3237930,"IT Advisor, Software Architect and Scrum Master",Nov 2009 – Dec 2011(2 years 1 month),{},FALSE,Scrum Master,2009-11-01 0:00:00,2011-12-01 0:00:00,3630
3429245,Technical Production Supervisor,Jul 2012 – Jan 2017(4 years 6 months),{},FALSE,nan,2012-07-01 0:00:00,2017-01-01 0:00:00,10948
1050120,Full-stack Developer,September 2018 – Present(2 years 11 months),{},TRUE,Full Stack Engineer,2018-09-01 0:00:00,nan,37118
3457770,Senior Software Engineer,Aug 2000 – Jul 2001(11 months),{},FALSE,Full Stack Engineer,2000-08-01 0:00:00,2001-07-01 0:00:00,17901
738524,Staffing Support Manager,October 2020 – Present(8 months),{},TRUE,nan,2020-10-01 0:00:00,nan,26496
4687935,Client Partner,Nov 2019 – Present(3 years 4 months),{},TRUE,C-level / VP,2019-11-01 0:00:00,nan,3566
4735627,Customer Service Representative,Dec 2011 – Jul 2014(2 years 8 months),{},FALSE,Customer Service,2011-12-01 0:00:00,2014-07-01 0:00:00,50812
4837976,Software Engineer,Jan 2020 – Jan 2021(1 year 1 month),"{react,react,cypress,jest,redux,circleci,firebase,git,jira}",FALSE,Full Stack Engineer,2020-01-01 0:00:00,2021-01-01 0:00:00,22576
20535,Division Manager,February 1997 – December 2000(3 years 10 months),{},FALSE,nan,1997-02-01 0:00:00,2000-12-01 0:00:00,3424
8343,"Sr. Engineering Program Manager, SPG",December 2016 – Present(3 years 6 months),{},TRUE,Project Manager,2016-12-01 0:00:00,nan,2929
25563,Sr Software Developer,March 2019 – Present(1 year 7 months),{},TRUE,Full Stack Engineer,2019-03-01 0:00:00,nan,4075
14785,Lead Game Engineer,January 2019 – Present(1 year 5 months),{},TRUE,Tech Lead,2019-01-01 0:00:00,nan,3620
8444,"Senior Manager, Business Operations / Training & Certification","August 2016 – October 2017(1 year 2 months)San Mateo, CA and London, United Kingdom (Remote)",{},FALSE,nan,2016-08-01 0:00:00,2017-10-01 0:00:00,2939
8667,"Manager, Client Solutions",January 2013 – November 2014(1 year 10 months)Palo Alto,{},FALSE,nan,2013-01-01 0:00:00,2014-11-01 0:00:00,2960
8944,Graduate Assistant,2005 – 2007,{},FALSE,nan,2005-01-01 0:00:00,2007-01-01 0:00:00,2986
14719,Teaching Assistant/Lab Instructor,"August 2002 – May 2003(9 months)Tempe, Arizona",{},FALSE,nan,2002-08-01 0:00:00,2003-05-01 0:00:00,3614
15153,Software Engineer,November 2016 – December 2018(2 years 1 month)San Francisco Bay Area,{},FALSE,Full Stack Engineer,2016-11-01 0:00:00,2018-12-01 0:00:00,3676
90555,Sales and Affiliate Manager,September 2020 – Present(5 months)Mexico,{},TRUE,nan,2020-09-01 0:00:00,nan,5536
1020776,Senior Java Developer,"December 2012 – December 2015(3 years)São Paulo e Região, Brasil",{},FALSE,Back End Engineer,2012-12-01 0:00:00,2015-12-01 0:00:00,20265
6570495,Backend Technical Leader,Sep 2017 – Present(6 years 6 months),{golang},TRUE,Tech Lead,2017-09-01 0:00:00,nan,32024
1510954,"Recruitment, Development & Internal Communications Specialist",Dec 2015 – Jul 2021(5 years 7 months),{},FALSE,nan,2015-12-01 0:00:00,2021-07-01 0:00:00,54451
6570496,Desarrollador,Feb 2016 – Jul 2017(1 year 6 months),"{javascript,html,css}",FALSE,Full Stack Engineer,2016-02-01 0:00:00,2017-07-01 0:00:00,32024
2174701,Software Engineer,Oct 2015 – Apr 2017(1 year 6 months),{},FALSE,Full Stack Engineer,2015-10-01 0:00:00,2017-04-01 0:00:00,23404
6112070,Expert,Aug 2023 – Present(4 months),{},TRUE,nan,2023-08-01 0:00:00,nan,12653
6112071,Solutions Architect,Feb 2022 – Aug 2023(1 year 7 months),"{Event-driven,Software Architecture,Kotlin,Java,Spring Framework,Amazon Web Services (AWS),Cloud Computing,Big Data,Software Development,Web Services,Design Patterns,Scrum,Architecture,Agile Methodologies,Spring,JavaScript,MySQL,SQL,Maven,JUnit,Linux,Databases,NoSQL,Node.js,Python,Docker,Jenkins,MongoDB,Git,ElasticSearch,bash,React.js,AWS Lambda,REST APIs,Microservices,Go,Google Cloud Platform (GCP),Kubernetes,DevOps,Site Reliability Engineering,Python (Programming Language),Object-Oriented Programming (OOP)}",FALSE,Software Architect,2022-02-01 0:00:00,2023-08-01 0:00:00,12653
6112072,Lead Software Engineer,Feb 2020 – Feb 2022(2 years 1 month),"{Event-driven,Software Architecture,Kotlin,Java,Spring Framework,Amazon Web Services (AWS),Cloud Computing,Big Data,Software Development,Web Services,Design Patterns,Scrum,Architecture,Agile Methodologies,Spring,JavaScript,MySQL,SQL,Maven,JUnit,Linux,Databases,NoSQL,Node.js,Python,Docker,Jenkins,MongoDB,Git,ElasticSearch,bash,React.js,AWS Lambda,REST APIs,Microservices,Go,Google Cloud Platform (GCP),Kubernetes,DevOps,Site Reliability Engineering,Python (Programming Language),Object-Oriented Programming (OOP)}",FALSE,Tech Lead,2020-02-01 0:00:00,2022-02-01 0:00:00,12653
6112073,Software Architect,Aug 2016 – Jan 2020(3 years 6 months),"{Event-driven,Software Architecture,Kotlin,Java,Spring Framework,Cloud Computing,Big Data,Software Development,Web Services,Design Patterns,Scrum,Architecture,Agile Methodologies,Spring,Oracle,JavaScript,MySQL,SQL,Maven,PL/SQL,JUnit,Linux,Databases,NoSQL,Node.js,Python,Docker,Jenkins,Hadoop,MongoDB,Git,ElasticSearch,bash,React.js,REST APIs,Microservices,Go,Kubernetes,Apache Spark,DevOps,Site Reliability Engineering,Python (Programming Language),Object-Oriented Programming (OOP)}",FALSE,Software Architect,2016-08-01 0:00:00,2020-01-01 0:00:00,12653
6112074,"Java / Go/ Python / Node / Mobile / PLSQL software design, develop and maintenance",Aug 2008 – Aug 2016(8 years 1 month),"{Event-driven,Software Architecture,Java,Spring Framework,Cloud Computing,Software Development,Web Services,Design Patterns,Scrum,Architecture,Data Science,Agile Methodologies,Spring,Hibernate,Oracle,JavaScript,MySQL,SQL,Maven,PL/SQL,JUnit,Linux,Databases,NoSQL,Node.js,Python,Docker,Jenkins,Hadoop,MongoDB,Git,ElasticSearch,bash,React.js,REST APIs,Microservices,Go,Apache Spark,DevOps,Python (Programming Language),Object-Oriented Programming (OOP)}",FALSE,Back End Engineer,2008-08-01 0:00:00,2016-08-01 0:00:00,12653
6112075,Develop and maintenance J2EE & SOA,Oct 2007 – Aug 2008(11 months),"{Java,Software Development,Design Patterns,Hibernate,JavaScript,MySQL,SQL,Maven,Linux,Databases,Python,bash,REST APIs,Microservices,Object-Oriented Programming (OOP)}",FALSE,nan,2007-10-01 0:00:00,2008-08-01 0:00:00,12653
6112076,J2EE Develop and maintenance,May 2007 – Sep 2007(5 months),"{Java,Software Development,Design Patterns,Hibernate,JavaScript,MySQL,SQL,Maven,Linux,Databases,bash,REST APIs,Object-Oriented Programming (OOP)}",FALSE,nan,2007-05-01 0:00:00,2007-09-01 0:00:00,12653
6112077,"J2EE, Flex & SOA Develop and maintenance",May 2006 – May 2007(1 year 1 month),"{Java,Software Development,Design Patterns,Oracle,JavaScript,SQL,Linux,Databases,bash,Object-Oriented Programming (OOP)}",FALSE,nan,2006-05-01 0:00:00,2007-05-01 0:00:00,12653
6112078,J2EE Development and Maintenance,Sep 2005 – May 2006(9 months),"{Java,Software Development,Design Patterns,JavaScript,SQL,Linux,Databases,bash,Object-Oriented Programming (OOP)}",FALSE,nan,2005-09-01 0:00:00,2006-05-01 0:00:00,12653
6112079,J2EE Development and Maintenance,Aug 2003 – Aug 2005(2 years 1 month),"{Java,Software Development,Design Patterns,Oracle,JavaScript,SQL,PL/SQL,Linux,Databases,bash,Object-Oriented Programming (OOP)}",FALSE,nan,2003-08-01 0:00:00,2005-08-01 0:00:00,12653
3506560,Senior Software Engineer,Dec 2019 – Present(2 years 7 months),{},TRUE,Full Stack Engineer,2019-12-01 0:00:00,nan,16103
3534626,Software Technical Lead,Oct 2015 – Jul 2017(1 year 9 months),{},FALSE,Tech Lead,2015-10-01 0:00:00,2017-07-01 0:00:00,12902
3601806,Jr Credit Analyst,Feb 2016 – Dec 2016(10 months),{},FALSE,nan,2016-02-01 0:00:00,2016-12-01 0:00:00,29239
4530989,Head of Frontend Engineering,Sep 2022 – Present(5 months),{},TRUE,Front End Engineer,2022-09-01 0:00:00,nan,3044
5452495,Senior Data Engineer,Jul 2021 – Present(1 year 11 months),{},TRUE,Data Architect,2021-07-01 0:00:00,nan,9157
6820298,Sr. Data Analytics,Feb 2023 – Present(1 year 2 months),"{Jupyter,SQL,ETL (Extração, transformação e carregamento),Análise de dados,Estatística,Bases de datos,Python,Google BigQuery (GCP)}",TRUE,Data Analyst,2023-02-01 0:00:00,nan,23022
6820299,Data and Digital marketing Analyst,Oct 2016 – Present(7 years 6 months),"{Google Analytics,Google Ads,Bases de datos,JavaScript,Google Cloud Platform (GCP),Google Tag Manager}",TRUE,Data Analyst,2016-10-01 0:00:00,nan,23022
6820300,Data Analytics,Oct 2021 – Feb 2023(1 year 5 months),"{Jupyter,SQL,ETL (Extração, transformação e carregamento),Análise de dados,Bases de datos,Python,Google BigQuery (GCP)}",FALSE,Data Analyst,2021-10-01 0:00:00,2023-02-01 0:00:00,23022
6820301,Data Intelligence Specialist,Dec 2020 – Oct 2021(11 months),"{SQL,ETL (Extração, transformação e carregamento),Google Analytics,Bases de datos,JavaScript,Google Data Studio,Google Cloud Platform (GCP),Google Spreadsheets,Google Tag Manager}",FALSE,Data Analyst,2020-12-01 0:00:00,2021-10-01 0:00:00,23022
6820302,Senior Data Intelligence Analyst,Nov 2018 – Dec 2020(2 years 2 months),"{SQL,ETL (Extração, transformação e carregamento),Google Analytics,Bases de datos,Google Data Studio,Google Spreadsheets,Google BigQuery (GCP)}",FALSE,Data Analyst,2018-11-01 0:00:00,2020-12-01 0:00:00,23022
6820303,Data analyst,Mar 2011 – May 2016(5 years 3 months),"{Microsoft Excel,Visual Basic para aplicaciones (VBA),Bases de datos,Microsoft Access}",FALSE,Data Analyst,2011-03-01 0:00:00,2016-05-01 0:00:00,23022
33729,Full Stack Engineer,"February 2020 – Present(8 months)London, England, United Kingdom",{},TRUE,Full Stack Engineer,2020-02-01 0:00:00,nan,4821
6592950,Desarrollador de back-end,Nov 2023 – Present(4 months),{},TRUE,Back End Engineer,2023-11-01 0:00:00,nan,22564
6592951,Founder | One man show,Feb 2021 – Present(3 years 1 month),"{Control de versiones,Programación orientada a objetos (POO),GitFlow,GitHub,Arquitectura de software,Redux.js,Apache Kafka,Docker,NestJS,Capacidad de análisis,Análisis de sistemas,Web Development,Pug,JavaScript,MongoDB,Lenguaje SASS,Node.js,SASS,Git,Amazon S3,React.js,HTML semántico,Correos electrónicos de HTML,TypeScript,Amazon EC2,Microservicios}",TRUE,C-level / VP,2021-02-01 0:00:00,nan,22564
6592952,Full Stack Engineer,Mar 2023 – Aug 2023(6 months),"{Control de versiones,Programación orientada a objetos (POO),GitFlow,Patrones de diseño,GitHub,Go}",FALSE,Full Stack Engineer,2023-03-01 0:00:00,2023-08-01 0:00:00,22564
6592953,Backend Engineer,Apr 2022 – Oct 2022(7 months),"{Control de versiones,Programación orientada a objetos (POO),Jest,GitFlow,Pruebas de integración,Patrones de diseño,GitHub,Unit Testing,Arquitectura de software,Automatización de pruebas,Docker,NestJS,Pruebas de validación,Capacidad de análisis,Análisis de sistemas,JavaScript,MongoDB,Node.js,Git,Amazon S3,Correos electrónicos de HTML,TypeScript,Microservicios}",FALSE,Back End Engineer,2022-04-01 0:00:00,2022-10-01 0:00:00,22564
5391146,Flash Platform Specialist / iPhone developer,Aug 2008 – May 2010(1 year 10 months),"{mobile,mobile}",FALSE,Full Stack Engineer,2008-08-01 0:00:00,2010-05-01 0:00:00,2823
9568,Founder,December 2017 – Present(2 years 6 months)Greater New York City Area,{},TRUE,C-level / VP,2017-12-01 0:00:00,nan,3046
11827,Team/Tech Lead,March 2013 – August 2014(1 year 5 months),{},FALSE,Tech Lead,2013-03-01 0:00:00,2014-08-01 0:00:00,3275
25920,Senior Software Developer,June 2013 – October 2016(3 years 4 months),{},FALSE,Full Stack Engineer,2013-06-01 0:00:00,2016-10-01 0:00:00,3475
841958,Senior Software Engineer,"October 2019 – May 2020(7 months)São Paulo e Região, Brasil",{},FALSE,Full Stack Engineer,2019-10-01 0:00:00,2020-05-01 0:00:00,11709
9691,Head of Engineering,January 2020 – Present(5 months)San Francisco Bay Area,{},TRUE,Engineering Manager / Director,2020-01-01 0:00:00,nan,3059
2317410,Senior Software Engineer,Mar 2013 – Aug 2013(5 months),{},FALSE,Full Stack Engineer,2013-03-01 0:00:00,2013-08-01 0:00:00,26494
3345816,Software Developer,Apr 2010 – Oct 2010(6 months),{},FALSE,Full Stack Engineer,2010-04-01 0:00:00,2010-10-01 0:00:00,30448
3364017,Software Developer,Apr 2017 – Present(5 years 2 months),{},TRUE,Full Stack Engineer,2017-04-01 0:00:00,nan,3540
3601803,Business Strategy,Feb 2020 – Mar 2020(1 month),{},FALSE,nan,2020-02-01 0:00:00,2020-03-01 0:00:00,29239
4221001,Lead iOS Engineer,May 2016 – Oct 2021(5 years 5 months),{},FALSE,Mobile Engineer,2016-05-01 0:00:00,2021-10-01 0:00:00,4119
6025,Life Planner® - Business Insurance Specialist en Prudential Seguros,February 2019 – Present(1 year 1 month)Argentina,{},TRUE,nan,2019-02-01 0:00:00,nan,2667
26724,Technical Lead,November 2019 – Present(11 months),{},TRUE,Tech Lead,2019-11-01 0:00:00,nan,3537
5073427,Head of BI & Data Engineering,Jun 2019 – Dec 2020(1 year 7 months),"{Business Intelligence,Extraer, transformar y cargar (ETL),Data Strategies,Visual Analytics,Data Architecture}",FALSE,Data Architect,2019-06-01 0:00:00,2020-12-01 0:00:00,19812
1286466,Instructor,October 2015 – Present(5 years 11 months),{},TRUE,nan,2015-10-01 0:00:00,nan,46152
3825143,Web Developer,Oct 2009 – Dec 2010(1 year 2 months),{},FALSE,Full Stack Engineer,2009-10-01 0:00:00,2010-12-01 0:00:00,32028
6481292,Sr. Training and Development Specialist,Aug 2015 – Jun 2016(10 months),{},FALSE,nan,2015-08-01 0:00:00,2016-06-01 0:00:00,17744
6481293,Head of Staff,Aug 2018 – Oct 2020(2 years 2 months),{},FALSE,nan,2018-08-01 0:00:00,2020-10-01 0:00:00,17744
6481294,Specialist / Team Lead,Mar 2017 – Aug 2018(1 year 5 months),{},FALSE,Tech Lead,2017-03-01 0:00:00,2018-08-01 0:00:00,17744
6481295,HR Coordinator,Nov 2020 – Feb 2021(3 months),{},FALSE,Human Resources,2020-11-01 0:00:00,2021-02-01 0:00:00,17744
6481296,Human Resources Analyst,Mar 2010 – Aug 2015(5 years 5 months),{},FALSE,Human Resources,2010-03-01 0:00:00,2015-08-01 0:00:00,17744
6481297,Training and Development Analyst,Dec 2006 – Mar 2010(3 years 3 months),{},FALSE,nan,2006-12-01 0:00:00,2010-03-01 0:00:00,17744
6481298,Freelance Translator,2015 – 2016(1 year),{},FALSE,nan,2015-01-01 0:00:00,2016-01-01 0:00:00,17744
6481299,Senior Recruiter,Jun 2021 – Apr 2022(10 months),{},FALSE,Technical Recruiter,2021-06-01 0:00:00,2022-04-01 0:00:00,17744
6481300,Intern,Jan 2006 – Aug 2006(7 months),{},FALSE,nan,2006-01-01 0:00:00,2006-08-01 0:00:00,17744
6481301,Recruiter,Oct 2023 – Present(4 months),{},TRUE,Technical Recruiter,2023-10-01 0:00:00,nan,17744
6481302,Recruiter,Aug 2023 – Present(6 months),{},TRUE,Technical Recruiter,2023-08-01 0:00:00,nan,17744
6481303,Recruitment Consultant,Nov 2022 – Aug 2023(10 months),{},FALSE,nan,2022-11-01 0:00:00,2023-08-01 0:00:00,17744
6481304,IT Recruiter,Oct 2020 – Mar 2023(2 years 6 months),{},FALSE,Technical Recruiter,2020-10-01 0:00:00,2023-03-01 0:00:00,17744
6481305,Lead Interviewer,Apr 2022 – Jun 2022(3 months),{},FALSE,nan,2022-04-01 0:00:00,2022-06-01 0:00:00,17744
6481306,Human Resources Services Specialist,Jun 2016 – Mar 2017(9 months),{},FALSE,Human Resources,2016-06-01 0:00:00,2017-03-01 0:00:00,17744
586220,Big Data Developer,"octubre de 2018 – noviembre de 2019(1 año y 1 mes)Madrid y alrededores, España",{},FALSE,Full Stack Engineer,2018-10-01 0:00:00,2019-11-01 0:00:00,22901
10723,Software Engineer,August 2016 – December 2018(2 years 4 months)San Francisco Bay Area,{},FALSE,Full Stack Engineer,2016-08-01 0:00:00,2018-12-01 0:00:00,3161
12363,Product Support Developer,January 2006 – May 2007(1 year 4 months),{},FALSE,Full Stack Engineer,2006-01-01 0:00:00,2007-05-01 0:00:00,3319
13175,"Software Implementation Lead, Product Development","January 2011 – April 2016(5 years 3 months)Somerset, Kentucky",{},FALSE,Full Stack Engineer,2011-01-01 0:00:00,2016-04-01 0:00:00,3399
5679591,CNPq SCHOLARHIP (Bolsista de Iniciação Científica),May 2015 – Dec 2015(8 months),{},FALSE,nan,2015-05-01 0:00:00,2015-12-01 0:00:00,50813
5679592,QA Engineer,Feb 2021 – Apr 2023(2 years 3 months),"{mobile,selenium,python,python,typescript,aws,jenkins,jira}",FALSE,QA Automation,2021-02-01 0:00:00,2023-04-01 0:00:00,50813
5679596,Software Test Intern,Jun 2017 – Sep 2018(1 year 4 months),{},FALSE,Full Stack Engineer,2017-06-01 0:00:00,2018-09-01 0:00:00,50813
5679594,Software Test Analyst II,May 2019 – Jun 2019(2 months),"{selenium,python,git}",FALSE,Full Stack Engineer,2019-05-01 0:00:00,2019-06-01 0:00:00,50813
5679593,QA Engineer,Jun 2019 – Feb 2021(1 year 9 months),"{mobile,android,cypress,typescript,restassured,aws,jira}",FALSE,QA Automation,2019-06-01 0:00:00,2021-02-01 0:00:00,50813
5679598,Client Technical Support Intern,Jun 2015 – Dec 2015(7 months),{},FALSE,Technical Support,2015-06-01 0:00:00,2015-12-01 0:00:00,50813
5679597,Application Management Analyst Intern,Dec 2015 – Jun 2017(1 year 7 months),{},FALSE,nan,2015-12-01 0:00:00,2017-06-01 0:00:00,50813
1292479,Business Analyst,"May 2018 – Present(3 years 4 months)San Salvador, El Salvador",{},TRUE,Business / Product Analyst,2018-05-01 0:00:00,nan,46958
1372030,Especialista audiovisual,"April 2015 – August 2015(4 months)Maracaibo, Zulia, Venezuela",{},FALSE,nan,2015-04-01 0:00:00,2015-08-01 0:00:00,50561
1424637,Business Intelligence Developer,"March 2016 – January 2018(1 year 10 months)São Paulo e Região, Brasil",{},FALSE,Full Stack Engineer,2016-03-01 0:00:00,2018-01-01 0:00:00,52232
3377730,Software Engineer,Mar 2018 – Feb 2020(1 year 11 months),{},FALSE,Full Stack Engineer,2018-03-01 0:00:00,2020-02-01 0:00:00,11978
3457449,Technical Support,Sep 2004 – Jul 2005(10 months),{},FALSE,Technical Support,2004-09-01 0:00:00,2005-07-01 0:00:00,10802
3496709,Long Term Planning Supervisor,May 2013 – Jan 2014(8 months),{},FALSE,nan,2013-05-01 0:00:00,2014-01-01 0:00:00,5511
3509024,Java & PL-PGSQL Developer,Nov 2010 – Dec 2011(1 year 1 month),{},FALSE,Back End Engineer,2010-11-01 0:00:00,2011-12-01 0:00:00,7320
18019,Senior Software Engineer,October 2018 – Present(2 years)Tandil,{},TRUE,Full Stack Engineer,2018-10-01 0:00:00,nan,3911
3995684,Java Developer,Mar 2007 – Nov 2008(1 year 8 months),{},FALSE,Back End Engineer,2007-03-01 0:00:00,2008-11-01 0:00:00,5962
13066,Supply Chain Management Consultant,April 2019 – Present(1 year 2 months),{},TRUE,nan,2019-04-01 0:00:00,nan,3385
10877,"Manager, Field Engineering",April 2020 – Present(2 months)San Francisco Bay Area,{},TRUE,nan,2020-04-01 0:00:00,nan,3176
4322186,Senior Data Engineer,Sep 2022 – Present(2 months),{},TRUE,Data Architect,2022-09-01 0:00:00,nan,52236
4694568,Data Scientist at TrueHome,Feb 2019 – Jan 2021(2 years),"{Analítica de datos,Amazon Web Services (AWS),Django,Negociación,Capacidad de análisis,Modelos matemáticos,Python,Tableau}",FALSE,Data Scientist,2019-02-01 0:00:00,2021-01-01 0:00:00,5499
1450732,QC Analyst Jr Adv,"November 2020 – Present(11 months)Montevideo, Uruguay",{},TRUE,nan,2020-11-01 0:00:00,nan,52677
7431,Big Data Engineer (Remote),December 2015 – May 2016(5 months)Greater New York City Area,{},FALSE,Data Engineer,2015-12-01 0:00:00,2016-05-01 0:00:00,2848
12227,Senior Software Engineer,April 2014 – Present(6 years 2 months),{},TRUE,Full Stack Engineer,2014-04-01 0:00:00,nan,2232
14271,Senior Web Developer,January 2009 – Present(11 years 5 months),{},TRUE,Full Stack Engineer,2009-01-01 0:00:00,nan,3554
12051,Software Engineer,"January 2020 – Present(5 months)Austin, Texas",{},TRUE,Full Stack Engineer,2020-01-01 0:00:00,nan,3292
5392985,Senior Software Engineer Technical Lead,Aug 2020 – Jul 2021(11 months),"{kotlin,php,javascript,laravel,node.js,postgresql,mysql,redis,aws,jira}",FALSE,Tech Lead,2020-08-01 0:00:00,2021-07-01 0:00:00,6282
5444472,Tech lead,Dec 2021 – Aug 2022(9 months),"{Go (Linguagem de programação),MongoDB,JavaScript}",FALSE,Tech Lead,2021-12-01 0:00:00,2022-08-01 0:00:00,33085
9876,Technical Program Manager,2017 – PresentSan Francisco Bay Area,{},TRUE,Project Manager,2017-01-01 0:00:00,nan,3079
9940,Mobile Product Manager / Lead,January 2013 – December 2013(11 months)San Francisco Bay Area,{},FALSE,Product Manager,2013-01-01 0:00:00,2013-12-01 0:00:00,3087
10614,Project Assistant,June 2007 – September 2008(1 year 3 months),{},FALSE,nan,2007-06-01 0:00:00,2008-09-01 0:00:00,3149
10005,Founder & CTO,"May 2018 – Present(2 years 1 month)San Francisco, CA",{},TRUE,C-level / VP,2018-05-01 0:00:00,nan,3094
12642,Business Systems Analyst,"January 2005 – December 2005(11 months)Vancouver, Canada Area",{},FALSE,System Engineer / Analyst,2005-01-01 0:00:00,2005-12-01 0:00:00,3344
